EMPLID,DEPTID,ACCT_CD,PAY_END_DT,O_SAL_AMT,O_TEMP_AMT,O_OVT_AMT,O_FRINGE_TOT,O_AUTO_ALLOW,O_WC_PAID,O_SUI_PAID,O_UNIFORM_ALLOW,O_DIS_INS,O_FIRE_HOL,O_SPECIAL_MEETING
14991,21,015309GR1401SHTOP,7/11/15 0:00,0,0,233.9,0,0,0,0,0,0,0,0
14991,21,015309GR1401YEDTR,2/7/15 0:00,0,0,361.48,0,0,0,0,0,0,0,0
14991,21,015309GR1401YEDTR,5/30/15 0:00,0,0,127.58,0,0,0,0,0,0,0,0
14991,21,015309GR1401YEDTR,6/27/15 0:00,0,0,127.58,0,0,0,0,0,0,0,0
14991,21,015309GR1401YEDTR,7/11/15 0:00,0,0,255.16,0,0,0,0,0,0,0,0
14991,21,015309GR1401YEDTR,9/5/15 0:00,0,0,312.57,0,0,0,0,0,0,0,0
14991,21,015309GR1401YEDTR,9/19/15 0:00,0,0,580.49,0,0,0,0,0,0,0,0
14991,21,015309GR1508LIMIT,11/28/15 0:00,0,0,446.53,0,0,0,0,0,0,0,0
14991,21,015309GR1508LIMIT,1/23/16 0:00,0,0,401.88,0,0,0,0,0,0,0,0
14991,21,015309GR1508LIMIT,2/20/16 0:00,0,0,446.53,0,0,0,0,0,0,0,0
14991,21,015309GR1508LIMIT,4/30/16 0:00,0,0,456.7,0,0,0,0,0,0,0,0
14991,21,015309GR1508LIMIT,5/28/16 0:00,0,0,456.7,0,0,0,0,0,0,0,0
14991,21,015309GR1508LIMIT,6/11/16 0:00,0,0,456.7,0,0,0,0,0,0,0,0
14991,21,015309GR1508MDOPS,12/12/15 0:00,0,0,446.53,0,0,0,0,0,0,0,0
14991,21,015309GR1508MDOPS,5/28/16 0:00,0,0,456.7,0,0,0,0,0,0,0,0
14991,21,015309GR1508PPOPS,5/28/16 0:00,0,0,913.4,0,0,0,0,0,0,0,0
14991,21,015309GR1508SHTOP,12/12/15 0:00,0,0,446.53,0,0,0,0,0,0,0,0
14991,21,015309GR1508SHTOP,5/28/16 0:00,0,0,456.7,0,0,0,0,0,0,0,0
14991,21,015309GR1508YEDTR,4/30/16 0:00,0,0,479.54,0,0,0,0,0,0,0,0
14991,21,015309GR1508YEDTR,5/28/16 0:00,0,0,456.7,0,0,0,0,0,0,0,0
15001,39,1021,1/10/15 0:00,4690.99,0,1759.12,4846.23,0,648.24,38.91,0,0,0,0
15001,39,1021,1/24/15 0:00,4690.99,0,3122.44,3394.87,0,559.84,33.42,0,0,0,0
15001,39,1021,2/7/15 0:00,4690.98,0,1319.34,4086.5,0,471.44,28.36,0,0,0,0
15001,39,1021,2/21/15 0:00,4690.99,0,3342.33,4869.19,0,648.24,38.91,0,0,0,0
15001,39,1021,3/7/15 0:00,4690.99,0,1495.25,4089.06,0,471.44,28.36,0,0,0,0
15001,39,1021,3/21/15 0:00,4690.98,0,1143.43,4083.96,0,471.44,28.35,0,0,0,0
15001,39,1021,4/4/15 0:00,4690.98,0,2726.64,4106.91,0,471.44,28.36,0,0,0,0
15001,39,1021,4/18/15 0:00,4690.99,0,3870.06,4127.33,0,471.44,28.35,0,0,0,0
15001,39,1021,5/2/15 0:00,4690.99,0,1143.43,4083.96,0,471.44,28.36,0,0,0,0
15001,39,1021,5/16/15 0:00,4690.98,0,4309.84,4129.87,0,471.44,28.36,0,0,0,0
15001,39,1021,5/30/15 0:00,9381.97,0,2814.59,4552.88,0,559.84,33.63,0,0,0,0
15001,39,1021,6/13/15 0:00,4690.98,0,1583.21,4090.33,0,471.44,28.36,0,0,0,0
15001,39,1021,6/27/15 0:00,4690.99,0,3430.28,4117.13,0,471.44,28.35,0,0,0,0
15001,39,1021,7/11/15 0:00,4690.99,0,1407.3,4253.44,0,471.44,28.36,0,0,0,0
15001,39,1022,4/18/15 0:00,0,0,263.87,0,0,0,0,0,0,0,0
15001,39,1039,7/25/15 0:00,4925.54,0,3786.51,3198.64,0,495.02,29.55,0,0,0,0
15001,39,1039,8/8/15 0:00,4925.54,0,1985.61,4292.35,0,495.02,29.76,0,0,0,0
15001,39,1039,8/22/15 0:00,4925.54,0,2585.91,4301.05,0,495.02,29.77,0,0,0,0
15001,39,1039,9/5/15 0:00,4925.54,0,1847.08,4290.34,0,495.02,29.76,0,0,0,0
15001,39,1039,9/19/15 0:00,4925.53,0,4617.69,4650.22,0,569.27,34.2,0,0,0,0
15001,39,1039,10/3/15 0:00,4925.54,0,2031.78,4293.02,0,495.02,29.76,0,0,0,0
15001,39,1039,10/17/15 0:00,4925.53,0,2724.44,4622.78,0,569.27,34.2,0,0,0,0
15001,39,1039,10/31/15 0:00,4925.54,0,2355.02,4722.59,0,590.5,29.76,950,0,0,0
15001,39,1039,11/14/15 0:00,4925.53,0,3232.38,4710.06,0,587.83,35.3,0,0,0,0
15001,39,1039,11/28/15 0:00,15266.06,0,3853.45,6500.05,0,852.04,51.08,0,0,0,0
15001,39,1039,12/12/15 0:00,5171.81,0,2230.34,4453.08,0,519.77,31.24,0,0,0,0
15001,39,1039,12/26/15 0:00,5171.8,0,3103.09,3345.91,0,519.77,31.03,0,0,0,0
15001,39,1039,1/9/16 0:00,5171.81,0,2909.14,5327.4,0,714.68,42.88,0,0,0,0
15001,39,1039,1/23/16 0:00,5171.81,0,2618.23,4483.9,0,519.77,31.24,0,0,0,0
15001,39,1039,2/6/16 0:00,5171.81,0,2909.14,4488.11,0,519.77,31.24,0,0,0,0
15001,39,1039,2/20/16 0:00,5171.81,0,4460.68,4930.26,0,617.22,37.06,0,0,0,0
15001,39,1039,3/5/16 0:00,5171.81,0,4396.04,4509.68,0,519.77,31.24,0,0,0,0
15001,39,1039,3/19/16 0:00,5171.81,0,4977.86,4518.11,0,519.77,31.24,0,0,0,0
15001,39,1039,4/2/16 0:00,5171.81,0,4396.04,4509.67,0,519.77,31.24,0,0,0,0
15001,39,1039,4/16/16 0:00,5171.81,0,4396.04,4509.67,0,519.77,31.24,0,0,0,0
15001,39,1039,4/30/16 0:00,5171.81,0,1600.03,4469.14,0,519.77,31.24,0,0,0,0
15001,39,1039,5/14/16 0:00,5171.81,0,5753.64,4529.36,0,519.77,31.24,0,0,0,0
15001,39,1039,5/28/16 0:00,11636.57,0,3426.32,4589.35,0,519.77,31.24,0,0,0,0
15001,39,1039,6/11/16 0:00,5171.81,0,1163.66,4462.8,0,519.77,31.25,0,0,0,0
15001,39,1039,6/25/16 0:00,5171.81,0,2941.46,4488.58,0,519.77,31.24,0,0,0,0
15001,39,1039,7/9/16 0:00,5171.81,0,2909.14,4661.22,0,519.77,31.24,0,0,0,0
15001,39,1039,7/23/16 0:00,5729.07,0,2882.44,3775.53,0,575.77,34.37,0,0,0,0
15001,39,1039,8/6/16 0:00,5729.08,0,1879.85,4906.04,0,575.77,34.59,0,0,0,0
15001,39,1039,8/20/16 0:00,5729.07,0,4332.61,4941.59,0,575.77,34.58,0,0,0,0
15001,39,1039,9/3/16 0:00,5729.07,0,4493.74,4943.92,0,575.77,34.58,0,0,0,0
15001,39,1039,9/17/16 0:00,5729.07,0,2542.27,4915.62,0,575.77,34.59,0,0,0,0
15123,19,1019,1/10/15 0:00,4257.17,0,798.22,4119.99,0,508.07,30.33,0,0,0,0
15123,19,1019,1/24/15 0:00,4257.18,0,159.64,2710.72,0,427.85,25.55,0,0,0,0
15123,19,1019,2/7/15 0:00,4257.18,0,478.93,3770.05,0,427.85,25.54,0,0,0,0
15123,19,1019,2/21/15 0:00,4257.18,0,1037.69,4139.68,0,508.07,30.33,0,0,0,0
15123,19,1019,3/7/15 0:00,4257.18,0,79.82,3790.31,0,427.85,25.55,0,0,0,0
15123,19,1019,3/21/15 0:00,4257.18,0,319.29,3770.06,0,427.85,25.54,0,0,0,0
15123,19,1019,4/4/15 0:00,4257.17,0,478.94,3769.46,0,427.85,25.54,0,0,0,0
15123,19,1019,3/19/16 0:00,4788.08,0,448.88,4208.48,0,481.2,28.73,0,0,0,0
15123,19,1019,4/2/16 0:00,4788.08,0,448.88,4169.43,0,481.2,28.73,0,0,0,0
15123,19,1019,4/16/16 0:00,4788.08,0,1436.42,4183.74,0,481.2,28.73,0,0,0,0
15123,19,1019,4/30/16 0:00,4788.08,0,403.99,4181.8,0,481.2,28.72,0,0,0,0
15123,19,1019,5/14/16 0:00,4788.08,0,2947.66,4205.66,0,481.2,28.73,0,0,0,0
15123,19,1019,5/28/16 0:00,9341.59,0,2617.84,4650.17,0,564.11,33.68,0,0,0,0
15123,19,1019,6/11/16 0:00,5787.5,0,3250.85,4771.13,0,569.27,33.99,0,0,0,0
15123,19,1019,6/25/16 0:00,5171.81,0,1874.78,4435.03,0,519.77,31.03,0,0,0,0
15123,19,1019,7/9/16 0:00,5171.81,0,4589.97,5099.6,0,617.22,36.85,0,0,0,0
15123,19,1019,7/23/16 0:00,5456.25,0,3103.24,3600.95,0,548.35,32.74,0,0,0,0
15123,19,1019,8/6/16 0:00,5456.26,0,3103.24,4707.88,0,548.35,32.73,0,0,0,0
